id	question_id	choice	choice_number	created_at	updated_at	is_correct	correct_answer	order_id	media_type	media_url	shuffle_order_id	percentage_of_answer
4009	783	Heavy water (D 2 O)	2	2018-01-21 12:37:16	2020-07-13 05:01:58	0	NULL	NULL	NULL	NULL	NULL	9
4010	783	Mannitol	3	2018-01-21 12:37:16	2020-07-13 15:08:20	1	NULL	NULL	NULL	NULL	NULL	43
4011	783	RISA (Radio-iodinated human serum albumin)	4	2018-01-21 12:37:16	2020-07-13 15:08:20	0	NULL	NULL	NULL	NULL	NULL	26
4012	783	Evans blue	5	2018-01-21 12:37:16	2020-07-13 05:01:58	0	NULL	NULL	NULL	NULL	NULL	9
4013	784	0.25 mL/min	1	2018-01-21 12:39:33	2020-06-23 18:32:04	0	NULL	NULL	NULL	NULL	NULL	8
4014	784	0.5 mL/min	2	2018-01-21 12:39:33	2020-06-23 18:32:04	0	NULL	NULL	NULL	NULL	NULL	19
4015	784	1 mL/min	3	2018-01-21 12:39:33	2020-06-24 04:35:04	1	NULL	NULL	NULL	NULL	NULL	41
4016	784	2 mL/min	4	2018-01-21 12:39:33	2020-06-24 04:35:04	0	NULL	NULL	NULL	NULL	NULL	24
4017	784	4 mL/min	5	2018-01-21 12:39:33	2020-06-24 04:35:04	0	NULL	NULL	NULL	NULL	NULL	5
4018	785	Decreased renal plasma flow	1	2018-01-21 12:43:52	2020-07-10 11:58:15	0	NULL	NULL	NULL	NULL	NULL	7
4019	785	Decreased hydrostatic pressure in glomerular capillaries	2	2018-01-21 12:43:52	2020-07-19 02:20:56	0	NULL	NULL	NULL	NULL	NULL	18
4020	785	Decreased glomerular filtration rate	3	2018-01-21 12:43:52	2020-07-19 02:20:56	0	NULL	NULL	NULL	NULL	NULL	25
4021	785	Decreased filtration fraction	4	2018-01-21 12:43:52	2020-07-19 02:20:56	1	NULL	NULL	NULL	NULL	NULL	29
4022	785	Decreased hydrostatic pressure in peritubular capillaries	5	2018-01-21 12:43:52	2020-07-19 02:20:56	0	NULL	NULL	NULL	NULL	NULL	21
4023	786	Bicarbonate	1	2018-01-21 12:47:52	2020-07-17 03:41:49	0	NULL	NULL	NULL	NULL	NULL	19
4024	786	Ketone bodies	2	2018-01-21 12:47:52	2020-07-10 12:17:25	0	NULL	NULL	NULL	NULL	NULL	23
4025	786	Insulin	3	2018-01-21 12:47:52	2020-06-26 10:16:06	0	NULL	NULL	NULL	NULL	NULL	10
4026	786	Myoglobin	4	2018-01-21 12:47:52	2020-07-17 03:41:49	0	NULL	NULL	NULL	NULL	NULL	13
4027	786	Albumin	5	2018-01-21 12:47:52	2020-07-17 03:41:49	1	NULL	NULL	NULL	NULL	NULL	35
4088	1	Brain natriuretic peptide (BNP)	1	2018-01-22 09:07:21	2020-06-25 13:35:17	0	NULL	NULL	NULL	NULL	NULL	6
4089	1	Echocardiogram	2	2018-01-22 09:07:21	2020-06-28 02:38:48	1	NULL	NULL	NULL	NULL	NULL	83
4090	1	High-resolution CT scan of the chest	3	2018-01-22 09:07:21	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	3
4091	1	Pulmonary artery catheter placement	4	2018-01-22 09:07:21	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4092	1	Ventilation-perfusion scan	5	2018-01-22 09:07:21	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	1
4113	793	Adrenocorticotropic hormone	1	2018-01-22 10:27:42	2020-07-10 12:19:22	0	NULL	NULL	NULL	NULL	NULL	35
4114	793	Angiotensinogen	2	2018-01-22 10:27:42	2020-07-04 04:29:13	0	NULL	NULL	NULL	NULL	NULL	5
4115	793	Angiotensin I	3	2018-01-22 10:27:42	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4116	793	Antidiuretic hormone	4	2018-01-22 10:27:42	2020-07-10 12:19:22	0	NULL	NULL	NULL	NULL	NULL	25
4117	793	Atrial natriuretic peptide (ANP)	5	2018-01-22 10:27:42	2020-07-10 12:19:22	1	NULL	NULL	NULL	NULL	NULL	35
4118	794	α-neoendorphin	1	2018-01-22 10:30:00	2020-06-23 18:35:51	0	NULL	NULL	NULL	NULL	NULL	14
4119	794	β-endorphin	2	2018-01-22 10:30:00	2020-06-23 18:35:51	0	NULL	NULL	NULL	NULL	NULL	38
4120	794	Dynorphin 1-17	3	2018-01-22 10:30:00	2020-06-23 18:35:51	0	NULL	NULL	NULL	NULL	NULL	10
4121	794	Met-enkephalin	4	2018-01-22 10:30:00	2020-06-23 09:53:18	1	NULL	NULL	NULL	NULL	NULL	10
4122	794	Proopiomelanocortin	5	2018-01-22 10:30:00	2020-06-23 18:35:51	0	NULL	NULL	NULL	NULL	NULL	29
4123	795	5-Hydroxyindoleacetic acid	1	2018-01-22 10:31:40	2020-06-30 02:03:01	0	NULL	NULL	NULL	NULL	NULL	22
4124	795	Hydroxypropionic acid	2	2018-01-22 10:31:40	2020-06-30 02:03:01	0	NULL	NULL	NULL	NULL	NULL	33
4125	795	Methylmalonic acid	3	2018-01-22 10:31:40	2020-06-30 02:03:01	0	NULL	NULL	NULL	NULL	NULL	11
4126	795	Pipecolic acid	4	2018-01-22 10:31:40	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	6
4127	795	Vanillylmandelic acid	5	2018-01-22 10:31:40	2020-06-30 02:03:01	1	NULL	NULL	NULL	NULL	NULL	28
4128	796	Inhibition of K+ uptake	1	2018-01-22 10:33:23	2020-06-15 10:11:42	0	NULL	NULL	NULL	NULL	NULL	13
4129	796	Inhibition of hormone-sensitive lipase	2	2018-01-22 10:33:23	2020-06-22 22:24:59	1	NULL	NULL	NULL	NULL	NULL	38
4130	796	Inhibition of lipoprotein lipase	3	2018-01-22 10:33:23	2020-06-22 22:24:59	0	NULL	NULL	NULL	NULL	NULL	25
4131	796	Decreased synthesis of glycerol phosphate	4	2018-01-22 10:33:23	2020-06-22 22:24:59	0	NULL	NULL	NULL	NULL	NULL	19
4132	796	Decreased triglyceride deposition	5	2018-01-22 10:33:23	2020-06-22 22:24:59	0	NULL	NULL	NULL	NULL	NULL	6
4133	797	Cells of small intestine	1	2018-01-22 10:36:16	2020-06-25 09:49:14	0	NULL	NULL	NULL	NULL	NULL	37
4134	797	Cells of proximal tubules of kidney	2	2018-01-22 10:36:16	2020-06-25 09:49:14	0	NULL	NULL	NULL	NULL	NULL	42
4135	797	Cardiac myocytes	3	2018-01-22 10:36:16	2020-06-25 09:49:14	1	NULL	NULL	NULL	NULL	NULL	16
4136	797	Neurons of brain	4	2018-01-22 10:36:16	2020-06-25 09:49:14	0	NULL	NULL	NULL	NULL	NULL	5
4137	797	Red blood cells	5	2018-01-22 10:36:16	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4138	798	Acetylcholine	1	2018-01-22 10:38:19	2020-07-13 05:59:55	0	NULL	NULL	NULL	NULL	NULL	40
4139	798	γ-amino butyric acid	2	2018-01-22 10:38:19	2020-07-13 05:59:55	1	NULL	NULL	NULL	NULL	NULL	27
4140	798	Glycine	3	2018-01-22 10:38:19	2020-07-13 05:59:55	0	NULL	NULL	NULL	NULL	NULL	13
4141	798	Serotonin	4	2018-01-22 10:38:19	2020-07-13 05:59:55	0	NULL	NULL	NULL	NULL	NULL	20
4142	798	Substance P	5	2018-01-22 10:38:19	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4143	799	Initiate psychostimulant therapy straightaway	1	2018-01-22 10:47:25	2020-06-16 09:54:05	0	NULL	NULL	NULL	NULL	NULL	7
4144	799	Get dietary advice to lose weight	2	2018-01-22 10:47:25	2020-06-16 09:54:05	0	NULL	NULL	NULL	NULL	NULL	7
4145	799	Assess for possible hypothyroidism	3	2018-01-22 10:47:25	2020-07-15 04:53:30	1	NULL	NULL	NULL	NULL	NULL	73
4146	799	Initiate BPAP	4	2018-01-22 10:47:25	2020-06-16 09:54:05	0	NULL	NULL	NULL	NULL	NULL	7
4147	799	Continue with only CPAP	5	2018-01-22 10:47:25	2020-06-16 09:54:05	0	NULL	NULL	NULL	NULL	NULL	7
4148	800	Fluoxetine	1	2018-01-22 10:48:47	2020-07-12 21:26:09	1	NULL	NULL	NULL	NULL	NULL	45
4149	800	Zolpidem	2	2018-01-22 10:48:47	2020-07-12 21:26:09	0	NULL	NULL	NULL	NULL	NULL	25
4150	800	Temazepam	3	2018-01-22 10:48:47	2020-07-12 21:26:09	0	NULL	NULL	NULL	NULL	NULL	5
4151	800	Amitriptyline	4	2018-01-22 10:48:47	2020-07-12 21:26:09	0	NULL	NULL	NULL	NULL	NULL	10
4152	800	Beta Blockers	5	2018-01-22 10:48:47	2020-07-12 21:26:09	0	NULL	NULL	NULL	NULL	NULL	15
4153	801	LSD	1	2018-01-22 10:50:34	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4154	801	Amphetamines	2	2018-01-22 10:50:34	2020-07-09 04:27:51	1	NULL	NULL	NULL	NULL	NULL	57
4155	801	Alcohol	3	2018-01-22 10:50:34	2020-07-09 04:27:51	0	NULL	NULL	NULL	NULL	NULL	7
4156	801	Caffeine	4	2018-01-22 10:50:34	2020-07-09 04:27:51	0	NULL	NULL	NULL	NULL	NULL	14
4157	801	Marijuana	5	2018-01-22 10:50:34	2020-07-09 04:27:51	0	NULL	NULL	NULL	NULL	NULL	21
4158	802	Bupropion	1	2018-01-22 10:51:53	2020-07-13 15:08:20	1	NULL	NULL	NULL	NULL	NULL	56
4159	802	Naltrexone	2	2018-01-22 10:51:53	2020-07-13 15:08:20	0	NULL	NULL	NULL	NULL	NULL	28
4160	802	Methadone	3	2018-01-22 10:51:53	2020-07-13 15:08:20	0	NULL	NULL	NULL	NULL	NULL	11
4161	802	Risperidone	4	2018-01-22 10:51:53	2020-06-10 21:45:43	0	NULL	NULL	NULL	NULL	NULL	6
4162	802	Lorazepam	5	2018-01-22 10:51:53	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4163	803	Benzodiazepines	1	2018-01-22 10:53:14	2020-07-14 21:19:12	0	NULL	NULL	NULL	NULL	NULL	30
4164	803	Barbiturates	2	2018-01-22 10:53:14	2020-07-14 21:19:12	0	NULL	NULL	NULL	NULL	NULL	17
4165	803	Heroin	3	2018-01-22 10:53:14	2020-07-14 21:19:12	1	NULL	NULL	NULL	NULL	NULL	35
4166	803	Alcohol	4	2018-01-22 10:53:14	2020-07-14 21:19:12	0	NULL	NULL	NULL	NULL	NULL	4
4167	803	Amphetamines	5	2018-01-22 10:53:14	2020-07-14 21:19:12	0	NULL	NULL	NULL	NULL	NULL	13
4168	804	Deficiency of thiamine	1	2018-01-22 10:54:40	2020-06-29 12:46:49	0	NULL	NULL	NULL	NULL	NULL	13
4169	804	Inhibition of alcohol dehydrogenase	2	2018-01-22 10:54:40	2020-06-29 12:46:49	0	NULL	NULL	NULL	NULL	NULL	20
4170	804	Liver failure	3	2018-01-22 10:54:40	2020-06-29 12:46:49	0	NULL	NULL	NULL	NULL	NULL	13
4171	804	Inhibition of aldehyde dehydrogenase	4	2018-01-22 10:54:40	2020-06-29 12:46:49	1	NULL	NULL	NULL	NULL	NULL	47
4172	804	Reduction of craving	5	2018-01-22 10:54:40	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4173	805	Prevalence of substance related disorders in newly admitted patients is almost 50%	1	2018-01-22 10:56:54	2020-07-09 05:23:22	1	NULL	NULL	NULL	NULL	NULL	54
4174	805	Dual diagnosis patients are easy to treat	2	2018-01-22 10:56:54	2020-07-09 05:23:22	0	NULL	NULL	NULL	NULL	NULL	15
4175	805	Substance related disorders do not add to the risk of suicide of any underlying psychiatric disorder	3	2018-01-22 10:56:54	2020-07-09 05:23:22	0	NULL	NULL	NULL	NULL	NULL	15
4176	805	Very few emergency department visits are due to substance related disorders	4	2018-01-22 10:56:54	2020-06-15 21:55:23	0	NULL	NULL	NULL	NULL	NULL	8
4177	805	Physicians usually accurately diagnose substance related disorders	5	2018-01-22 10:56:54	2020-06-15 21:55:23	0	NULL	NULL	NULL	NULL	NULL	8
4178	806	“ Menopause is known to reduce estrogen levels and might need to be supplemented to bring sexual desire back to pre-menopausal levels.”	1	2018-01-22 10:58:50	2020-07-19 20:29:40	0	NULL	NULL	NULL	NULL	NULL	13
4179	806	“ There is no evidence that estrogen levels modulate libido”, and reassurance.	2	2018-01-22 10:58:50	2020-07-19 20:29:40	1	NULL	NULL	NULL	NULL	NULL	33
4180	806	She should visit her gynecologist for help with this issue.	3	2018-01-22 10:58:50	2020-07-19 20:29:40	0	NULL	NULL	NULL	NULL	NULL	13
4181	806	Start her on hormone replacement therapy.	4	2018-01-22 10:58:50	2020-06-27 10:38:19	0	NULL	NULL	NULL	NULL	NULL	7
4182	806	No therapy required	5	2018-01-22 10:58:50	2020-07-19 20:29:40	0	NULL	NULL	NULL	NULL	NULL	27
4183	807	Decreased dopamine	1	2018-01-22 11:00:38	2020-07-19 20:31:36	1	NULL	NULL	NULL	NULL	NULL	40
4184	807	Increased dopamine	2	2018-01-22 11:00:38	2020-07-19 20:31:36	0	NULL	NULL	NULL	NULL	NULL	25
4185	807	Increased serotonin	3	2018-01-22 11:00:38	2020-07-19 20:31:36	0	NULL	NULL	NULL	NULL	NULL	20
4186	807	Blocked norepinephrine beta	4	2018-01-22 11:00:38	2020-07-19 20:31:36	0	NULL	NULL	NULL	NULL	NULL	10
4187	807	Blocked norepinephrine alpha two	5	2018-01-22 11:00:38	2020-07-07 04:20:50	0	NULL	NULL	NULL	NULL	NULL	5
4188	808	Exhibitionism	1	2018-01-22 11:03:08	2020-06-29 22:45:06	0	NULL	NULL	NULL	NULL	NULL	7
4189	808	Frotteurism	2	2018-01-22 11:03:08	2020-06-29 22:45:06	0	NULL	NULL	NULL	NULL	NULL	7
4190	808	Fetishism	3	2018-01-22 11:03:08	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4191	808	Sexual masochism	4	2018-01-22 11:03:08	2020-07-19 20:33:28	0	NULL	NULL	NULL	NULL	NULL	13
4192	808	Voyeurism	5	2018-01-22 11:03:08	2020-07-19 20:33:28	1	NULL	NULL	NULL	NULL	NULL	73
4193	809	Dyspareunia	1	2018-01-22 11:05:31	2020-07-19 20:36:17	0	NULL	NULL	NULL	NULL	NULL	24
4194	809	Vaginismus	2	2018-01-22 11:05:31	2020-07-19 20:36:17	1	NULL	NULL	NULL	NULL	NULL	29
4195	809	Hypoactive sexual disorder	3	2018-01-22 11:05:31	2020-07-19 20:36:17	0	NULL	NULL	NULL	NULL	NULL	18
4196	809	D.\tSexual aversion disorder	4	2018-01-22 11:05:31	2020-07-19 20:36:17	0	NULL	NULL	NULL	NULL	NULL	12
4197	809	E.\tFemale sexual  arousal disorder	5	2018-01-22 11:05:31	2020-07-19 20:36:17	0	NULL	NULL	NULL	NULL	NULL	12
4198	810	A full biochemistry profile including blood sugar levels	1	2018-01-22 11:07:33	2020-07-17 03:43:57	1	NULL	NULL	NULL	NULL	NULL	39
4199	810	Referral for psychological counseling	2	2018-01-22 11:07:33	2020-06-22 09:58:37	0	NULL	NULL	NULL	NULL	NULL	6
4200	810	Provide reassurance only	3	2018-01-22 11:07:33	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4201	810	Sildenafil therapy	4	2018-01-22 11:07:33	2020-07-17 03:43:57	0	NULL	NULL	NULL	NULL	NULL	11
4202	810	Educate about situational erectile disorder	5	2018-01-22 11:07:33	2020-07-17 03:43:57	0	NULL	NULL	NULL	NULL	NULL	44
4203	811	Coerce the patient to talk alone	1	2018-01-22 11:11:35	2020-06-30 16:07:46	0	NULL	NULL	NULL	NULL	NULL	19
4204	811	Force his mother to leave	2	2018-01-22 11:11:35	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4205	811	Allow the interview to continue in the presence of his mother	3	2018-01-22 11:11:35	2020-06-30 16:07:46	1	NULL	NULL	NULL	NULL	NULL	56
4206	811	Refuse to continue the consultation	4	2018-01-22 11:11:35	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4207	811	Request a pause	5	2018-01-22 11:11:35	2020-06-30 16:07:46	0	NULL	NULL	NULL	NULL	NULL	25
4208	812	Arrange to keep as much distance between himself and the patient	1	2018-01-22 11:13:04	2020-06-24 04:38:39	0	NULL	NULL	NULL	NULL	NULL	33
4209	812	Make certain to order the patient	2	2018-01-22 11:13:04	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4210	812	Conduct the interview calmly with as few distractions as possible	3	2018-01-22 11:13:04	2020-06-24 04:38:39	1	NULL	NULL	NULL	NULL	NULL	58
4211	812	Refer to a psychiatrist right away	4	2018-01-22 11:13:04	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4212	812	Have several guards present in the room	5	2018-01-22 11:13:04	2020-06-24 04:38:39	0	NULL	NULL	NULL	NULL	NULL	8
4213	813	“You should have not stopped your medications”	1	2018-01-22 11:14:51	2020-06-30 12:30:41	0	NULL	NULL	NULL	NULL	NULL	8
4214	813	“Because you stopped your medication you are now suffering”	2	2018-01-22 11:14:51	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4215	813	Try and uncover reasons for non-compliance	3	2018-01-22 11:14:51	2020-07-10 09:09:44	1	NULL	NULL	NULL	NULL	NULL	77
4216	813	Hospitalize her immediately	4	2018-01-22 11:14:51	2020-06-30 12:30:41	0	NULL	NULL	NULL	NULL	NULL	8
4217	813	Inform social services	5	2018-01-22 11:14:51	2020-06-30 12:30:41	0	NULL	NULL	NULL	NULL	NULL	8
4218	814	“You seem to be under a lot of stress”	1	2018-01-22 11:16:29	2020-07-12 21:27:56	1	NULL	NULL	NULL	NULL	NULL	38
4219	814	“Sleeping pills are bad for health”	2	2018-01-22 11:16:29	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4220	814	“TV commercials about medications are usually misleading”	3	2018-01-22 11:16:29	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4221	814	“You should stop drinking so much coffee”	4	2018-01-22 11:16:29	2020-06-22 10:03:23	0	NULL	NULL	NULL	NULL	NULL	8
4222	814	“Let's discuss sleep hygiene”	5	2018-01-22 11:16:29	2020-07-12 21:27:56	0	NULL	NULL	NULL	NULL	NULL	46
4223	815	Admit her to the inpatient ward	1	2018-01-22 11:18:03	2020-07-14 22:08:01	0	NULL	NULL	NULL	NULL	NULL	50
4224	815	Attempt to talk to family and friends in order to acquire more information	2	2018-01-22 11:18:03	2020-07-14 22:08:01	1	NULL	NULL	NULL	NULL	NULL	40
4225	815	Tell her that she will be fine	3	2018-01-22 11:18:03	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4226	815	Ask a female colleague to talk to her	4	2018-01-22 11:18:03	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4227	815	Tell her to consult a doctor before self medicating	5	2018-01-22 11:18:03	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4228	816	Since he is at risk, he can be detained.	1	2018-01-22 11:20:14	2020-07-10 09:10:46	0	NULL	NULL	NULL	NULL	NULL	31
4229	816	The parents can force their son to stop living alone	2	2018-01-22 11:20:14	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4230	816	He is an emancipated individual	3	2018-01-22 11:20:14	2020-07-10 09:10:46	1	NULL	NULL	NULL	NULL	NULL	50
4231	816	The parents should get the police involved	4	2018-01-22 11:20:14	2020-07-10 09:10:46	0	NULL	NULL	NULL	NULL	NULL	6
4232	816	The families decision is final	5	2018-01-22 11:20:14	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	13
4233	817	She should opt for palliative care	1	2018-01-22 11:22:32	2020-07-09 21:20:08	0	NULL	NULL	NULL	NULL	NULL	43
4234	817	She can be forced to receive chemotherapy	2	2018-01-22 11:22:32	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4235	817	She is entitled to refuse treatment	3	2018-01-22 11:22:32	2020-07-09 21:20:08	1	NULL	NULL	NULL	NULL	NULL	57
4236	817	She should bear the side effects and not complain	4	2018-01-22 11:22:32	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4237	817	There is nothing the physician can do to help	5	2018-01-22 11:22:32	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4238	818	Whatever the family wishes will be done	1	2018-01-22 11:24:49	2020-06-30 10:35:35	0	NULL	NULL	NULL	NULL	NULL	6
4239	818	Should the patient need it, he will receive all the necessary support for resuscitation	2	2018-01-22 11:24:49	2020-07-07 04:24:21	0	NULL	NULL	NULL	NULL	NULL	12
4240	818	The managing teamcannot do anything anymore	3	2018-01-22 11:24:49	2020-07-07 04:24:21	0	NULL	NULL	NULL	NULL	NULL	12
4241	818	The family should take him home and arrange for suitable nursing care	4	2018-01-22 11:24:49	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4242	818	His advance directives have to be followed	5	2018-01-22 11:24:49	2020-07-07 04:24:21	1	NULL	NULL	NULL	NULL	NULL	59
4243	819	A.\tRefuse to let him leave	1	2018-01-22 11:26:47	2020-06-30 09:39:19	1	NULL	NULL	NULL	NULL	NULL	45
4244	819	B.\tForce him to undergo treatment	2	2018-01-22 11:26:47	2020-06-30 09:39:19	0	NULL	NULL	NULL	NULL	NULL	27
4245	819	Can detain him indefinitely	3	2018-01-22 11:26:47	2020-06-30 09:39:19	0	NULL	NULL	NULL	NULL	NULL	18
4246	819	Refuse treatment	4	2018-01-22 11:26:47	2020-06-30 09:39:19	0	NULL	NULL	NULL	NULL	NULL	9
4247	819	Bar him from attending to business transactions	5	2018-01-22 11:26:47	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4248	820	Ignore the nursing in-charge	1	2018-01-22 11:29:04	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4249	820	Talk to the consultant	2	2018-01-22 11:29:04	2020-07-14 10:46:54	0	NULL	NULL	NULL	NULL	NULL	23
4250	820	Talk to the consultant’s supervisors	3	2018-01-22 11:29:04	2020-07-14 10:46:54	1	NULL	NULL	NULL	NULL	NULL	62
4251	820	Discuss this issue with colleagues	4	2018-01-22 11:29:04	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4252	820	Offer to take over care of the affected consultant’s patients	5	2018-01-22 11:29:04	2020-07-14 10:46:54	0	NULL	NULL	NULL	NULL	NULL	15
4253	821	Oral appliances to prevent teeth grinding	1	2018-01-22 11:31:24	2020-07-12 05:49:37	1	NULL	NULL	NULL	NULL	NULL	38
4254	821	Nothing needs to be done as this problem usually subsides on its own	2	2018-01-22 11:31:24	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4255	821	She needs to urgently visit the dentist	3	2018-01-22 11:31:24	2020-07-12 05:49:37	0	NULL	NULL	NULL	NULL	NULL	25
4256	821	Treating the headache and joint pain is enough	4	2018-01-22 11:31:24	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4257	821	Order the tests that can definitively confirm the diagnosis	5	2018-01-22 11:31:24	2020-07-12 05:49:37	0	NULL	NULL	NULL	NULL	NULL	25
4263	823	Increased REM and decreased REM latency	1	2018-01-22 11:35:27	2020-06-24 12:02:51	1	NULL	NULL	NULL	NULL	NULL	67
4264	823	Decreased REM	2	2018-01-22 11:35:27	2020-06-24 12:02:51	0	NULL	NULL	NULL	NULL	NULL	17
4265	823	REM rebound	3	2018-01-22 11:35:27	2020-06-24 12:02:51	0	NULL	NULL	NULL	NULL	NULL	8
4266	823	Not much change in REM sleep or stage four sleep	4	2018-01-22 11:35:27	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4267	823	REM deprivation	5	2018-01-22 11:35:27	2020-06-24 12:02:51	0	NULL	NULL	NULL	NULL	NULL	8
4268	822	The history of bed wetting in the same sex parent	1	2018-01-22 11:36:01	2020-07-05 09:33:42	1	NULL	NULL	NULL	NULL	NULL	45
4269	822	Minimal effect on the boys self esteem	2	2018-01-22 11:36:01	2020-07-05 09:33:42	0	NULL	NULL	NULL	NULL	NULL	18
4270	822	The presence of a hidden physical anomaly	3	2018-01-22 11:36:01	2020-07-05 09:33:42	0	NULL	NULL	NULL	NULL	NULL	18
4271	822	No association with sudden changes within the family	4	2018-01-22 11:36:01	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4272	822	No Association with behavioral problems in the patient	5	2018-01-22 11:36:01	2020-07-05 09:33:42	0	NULL	NULL	NULL	NULL	NULL	18
4273	824	To order serum folate levels	1	2018-01-22 19:33:14	2020-07-06 05:16:13	0	NULL	NULL	NULL	NULL	NULL	7
4274	824	To order serum cobalamin levels	2	2018-01-22 19:33:14	2020-07-06 05:16:13	0	NULL	NULL	NULL	NULL	NULL	14
4275	824	To order serum folate and cobalamin levels	3	2018-01-22 19:33:14	2020-07-06 05:16:13	1	NULL	NULL	NULL	NULL	NULL	64
4276	824	To order MRI of brain and cervical spine	4	2018-01-22 19:33:14	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4277	824	To order urine examination	5	2018-01-22 19:33:14	2020-07-06 05:16:13	0	NULL	NULL	NULL	NULL	NULL	14
4278	825	Atherosclerosis	1	2018-01-22 19:34:50	2020-07-14 11:30:51	0	NULL	NULL	NULL	NULL	NULL	30
4279	825	Cancer	2	2018-01-22 19:34:50	2020-05-30 08:04:13	1	NULL	NULL	NULL	NULL	NULL	0
4280	825	Diabetes mellitus	3	2018-01-22 19:34:50	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4281	825	Major depression	4	2018-01-22 19:34:50	2020-07-14 11:30:52	0	NULL	NULL	NULL	NULL	NULL	25
4282	825	Thromboembolic stroke	5	2018-01-22 19:34:50	2020-07-14 11:30:52	0	NULL	NULL	NULL	NULL	NULL	45
4283	826	Homocysteine	1	2018-01-22 19:36:14	2020-07-16 05:13:56	0	NULL	NULL	NULL	NULL	NULL	42
4284	826	Homogentisic acid	2	2018-01-22 19:36:14	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4285	826	Methylmalonic acid	3	2018-01-22 19:36:14	2020-07-16 05:13:56	1	NULL	NULL	NULL	NULL	NULL	58
4286	826	Methylmalonyl CoA	4	2018-01-22 19:36:14	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4287	826	Succinyl CoA	5	2018-01-22 19:36:14	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4288	827	Renal failure	1	2018-01-22 19:38:07	2020-07-11 05:49:27	0	NULL	NULL	NULL	NULL	NULL	46
4289	827	Oily wet skin	2	2018-01-22 19:38:07	2020-07-11 05:49:27	0	NULL	NULL	NULL	NULL	NULL	23
4290	827	Weight gain	3	2018-01-22 19:38:07	2020-05-30 08:04:13	0	NULL	NULL	NULL	NULL	NULL	0
4291	827	Hepatomegaly	4	2018-01-22 19:38:07	2020-07-11 05:49:27	1	NULL	NULL	NULL	NULL	NULL	23
4292	827	Hypocalcemia	5	2018-01-22 19:38:07	2020-07-06 05:27:13	0	NULL	NULL	NULL	NULL	NULL	8
4293	828	Phylloquinone	1	2018-01-22 19:41:36	2020-07-16 05:15:49	0	NULL	NULL	NULL	NULL	NULL	32
4294	828	Menaquinone	2	2018-01-22 19:41:36	2020-07-16 05:15:49	1	NULL	NULL	NULL	NULL	NULL	26
4295	828	Menadione	3	2018-01-22 19:41:36	2020-07-16 05:15:49	0	NULL	NULL	NULL	NULL	NULL	21
